,Unnamed: 0,Movie,Release Date_x,Release Date_y,Budget,Revenue,Box Office,Genres,Rating,Runtime,Metascore,IMDb Rating,Awards,Production Company,noms,wins,nominations,oscar_wins
291,291,The Only Living Boy in New York,2017-07-27,11 Aug 2017,0.0,0.0,622999.0,Drama,R,89.0,33.0,6.3,,Amazon Studios/Roadside Attractions,,0.0,,
292,292,Babe: Pig in the City,1998-11-25,25 Nov 1998,90000000.0,69131860.0,0.0,Adventure,G,97.0,68.0,5.8,Nominated for 1 Oscar. Another 1 win & 16 nominations.,Universal Studios,Nominated for 1 Oscar. Another 1 win ,1.0,16.0,
293,293,Iron Man,2008-04-30,02 May 2008,140000000.0,585174222.0,318298180.0,Action,PG-13,126.0,79.0,7.9,Nominated for 2 Oscars. Another 20 wins & 65 nominations.,Paramount Pictures,Nominated for 2 Oscars. Another 20 wins ,20.0,65.0,
294,294,Wanted,2008-06-19,27 Jun 2008,75000000.0,258270008.0,134294280.0,Action,R,110.0,64.0,6.7,Nominated for 2 Oscars. Another 4 wins & 20 nominations.,Universal Pictures,Nominated for 2 Oscars. Another 4 wins ,4.0,20.0,
295,295,Happy-Go-Lucky,2008-04-18,21 Nov 2008,0.0,18130888.0,3494485.0,Drama,R,118.0,84.0,7.0,Nominated for 1 Oscar. Another 39 wins & 59 nominations.,Miramax Films,Nominated for 1 Oscar. Another 39 wins ,39.0,59.0,
296,296,In Bruges,2008-02-08,29 Feb 2008,15000000.0,34533783.0,7550836.0,Comedy,R,107.0,67.0,7.9,Nominated for 1 Oscar. Another 24 wins & 53 nominations.,Focus Features,Nominated for 1 Oscar. Another 24 wins ,24.0,53.0,
297,297,The Nutty Professor,1963-06-04,28 Jun 1996,0.0,0.0,0.0,Comedy,PG-13,95.0,62.0,5.6,Won 1 Oscar. Another 9 wins & 12 nominations.,Universal Pictures,Won 1 Oscar. Another 9 wins ,9.0,12.0,
298,298,Meeting Matt Damon,2015-09-28,28 Sep 2015,0.0,0.0,0.0,Comedy,,9.0,,,,,,0.0,,
299,299,Premonition,2007-02-08,16 Mar 2007,20000000.0,84146832.0,47852604.0,Thriller,PG-13,96.0,29.0,5.9,2 nominations.,Sony,2 nominations.,,,
300,300,Coraline,2009-02-05,06 Feb 2009,60000000.0,124596398.0,75169351.0,Animation,PG,100.0,80.0,7.7,Nominated for 1 Oscar. Another 7 wins & 43 nominations.,Focus Features,Nominated for 1 Oscar. Another 7 wins ,7.0,43.0,
301,301,Fantastic Mr. Fox,2009-10-23,25 Nov 2009,40000000.0,46471023.0,21000000.0,Adventure,PG,87.0,83.0,7.8,Nominated for 2 Oscars. Another 32 wins & 60 nominations.,20th Century Fox,Nominated for 2 Oscars. Another 32 wins ,32.0,60.0,
302,302,The Princess and the Frog,2009-12-08,11 Dec 2009,105000000.0,270997378.0,104374107.0,Romance,G,97.0,73.0,7.1,Nominated for 3 Oscars. Another 11 wins & 38 nominations.,Walt Disney Pictures,Nominated for 3 Oscars. Another 11 wins ,11.0,38.0,
303,303,The Secret of Kells,2009-02-09,22 Jun 2016,0.0,0.0,686383.0,Animation,NOT RATED,75.0,81.0,7.7,Nominated for 1 Oscar. Another 7 wins & 5 nominations.,GKIDS,Nominated for 1 Oscar. Another 7 wins ,7.0,5.0,
304,304,Up,2009-05-28,29 May 2009,175000000.0,735099082.0,292979556.0,Animation,PG,96.0,88.0,8.3,Won 2 Oscars. Another 74 wins & 81 nominations.,Walt Disney Pictures,Won 2 Oscars. Another 74 wins ,74.0,81.0,
305,305,Avatar,2009-12-10,18 Dec 2009,237000000.0,2787965087.0,749700000.0,Action,PG-13,162.0,83.0,7.8,Won 3 Oscars. Another 85 wins & 128 nominations.,20th Century Fox,Won 3 Oscars. Another 85 wins ,85.0,128.0,
306,306,The Imaginarium of Doctor Parnassus,2009-10-01,08 Jan 2010,30000000.0,64352607.0,7504196.0,Adventure,PG-13,123.0,65.0,6.8,Nominated for 2 Oscars. Another 5 wins & 21 nominations.,Sony Pictures Classics,Nominated for 2 Oscars. Another 5 wins ,5.0,21.0,
307,307,Sherlock Holmes,2009-12-23,25 Dec 2009,90000000.0,524028679.0,208711166.0,Action,PG-13,128.0,57.0,7.6,Nominated for 2 Oscars. Another 10 wins & 27 nominations.,Warner Bros. Pictures/Village Roadshow,Nominated for 2 Oscars. Another 10 wins ,10.0,27.0,
308,308,The Young Victoria,2009-03-04,08 Jan 2010,35000000.0,31878891.0,10900000.0,Drama,PG,105.0,64.0,7.3,Won 1 Oscar. Another 12 wins & 17 nominations.,Apparition,Won 1 Oscar. Another 12 wins ,12.0,17.0,
309,309,Harry Potter and the Half-Blood Prince,2009-07-07,15 Jul 2009,250000000.0,933959197.0,301920409.0,Adventure,PG,153.0,78.0,7.6,Nominated for 1 Oscar. Another 8 wins & 35 nominations.,Warner Bros. Pictures,Nominated for 1 Oscar. Another 8 wins ,8.0,35.0,
310,310,Bright Star,2009-11-05,09 Oct 2009,10000000.0,0.0,4341275.0,Drama,PG,119.0,81.0,7.0,Nominated for 1 Oscar. Another 16 wins & 52 nominations.,Apparition Films,Nominated for 1 Oscar. Another 16 wins ,16.0,52.0,
311,311,The Cove,2009-07-31,07 Aug 2009,0.0,1162422.0,619467.0,Documentary,PG-13,92.0,84.0,8.5,Won 1 Oscar. Another 39 wins & 17 nominations.,Roadside Attractions,Won 1 Oscar. Another 39 wins ,39.0,17.0,
312,312,"Food, Inc.",2008-09-07,31 Jul 2009,0.0,0.0,4238694.0,Documentary,PG,94.0,80.0,7.8,Nominated for 1 Oscar. Another 7 wins & 19 nominations.,Magnolia Pictures,Nominated for 1 Oscar. Another 7 wins ,7.0,19.0,
313,313,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,2009-10-16,17 Oct 2009,0.0,0.0,453483.0,Documentary,,92.0,75.0,7.8,Nominated for 1 Oscar. Another 5 wins & 2 nominations.,First Run Features,Nominated for 1 Oscar. Another 5 wins ,5.0,2.0,
314,314,Which Way Home,2009-01-31,31 Jan 2009,0.0,0.0,0.0,Documentary,,90.0,,7.9,Nominated for 1 Oscar. Another 3 wins & 4 nominations.,HBO Films,Nominated for 1 Oscar. Another 3 wins ,3.0,4.0,
315,315,China's Unnatural Disaster: The Tears of Sichuan Province,2009-05-07,21 Jan 2010,0.0,0.0,0.0,Documentary,,38.0,,7.5,Nominated for 1 Oscar. Another 2 wins & 1 nomination.,HBO,Nominated for 1 Oscar. Another 2 wins ,2.0,1.0,
316,316,The Last Truck: Closing of a GM Plant,2009-09-07,29 Nov 2012,0.0,0.0,0.0,Documentary,NOT RATED,40.0,,7.0,Nominated for 1 Oscar. Another 1 win & 2 nominations.,HBO,Nominated for 1 Oscar. Another 1 win ,1.0,2.0,
317,317,Music by Prudence,2010-04-01,12 May 2010,0.0,0.0,0.0,Documentary,,32.0,,7.5,Won 1 Oscar. Another 1 nomination.,HBO Films,Won 1 Oscar. Another 1 nomination.,0.0,,
318,318,District 9,2009-08-05,14 Aug 2009,30000000.0,210819611.0,115646235.0,Science Fiction,R,112.0,81.0,7.9,Nominated for 4 Oscars. Another 30 wins & 110 nominations.,Sony Pictures/Screen Gems,Nominated for 4 Oscars. Another 30 wins ,30.0,110.0,
319,319,Ajami,2009-09-17,17 Sep 2009,0.0,0.0,500000.0,Crime,NOT RATED,124.0,82.0,7.4,Nominated for 1 Oscar. Another 15 wins & 9 nominations.,Kino International,Nominated for 1 Oscar. Another 15 wins ,15.0,9.0,
320,320,Il Divo,2008-05-28,28 May 2008,7275000.0,11260366.0,200000.0,Drama,NOT RATED,110.0,81.0,7.3,Nominated for 1 Oscar. Another 30 wins & 36 nominations.,Music Box Films,Nominated for 1 Oscar. Another 30 wins ,30.0,36.0,
321,321,Star Trek,2009-05-06,08 May 2009,150000000.0,385680446.0,257704099.0,Science Fiction,PG-13,127.0,82.0,8.0,Won 1 Oscar. Another 23 wins & 92 nominations.,IMAX,Won 1 Oscar. Another 23 wins ,23.0,92.0,
322,322,A Serious Man,2009-10-02,06 Nov 2009,7000000.0,31430334.0,9190525.0,Comedy,R,106.0,79.0,7.0,Nominated for 2 Oscars. Another 17 wins & 72 nominations.,Focus Features,Nominated for 2 Oscars. Another 17 wins ,17.0,72.0,
323,323,French Roast,2008-09-30,19 Feb 2010,0.0,0.0,0.0,Animation,TV-PG,8.0,,7.1,Nominated for 1 Oscar. Another 9 wins & 7 nominations.,,Nominated for 1 Oscar. Another 9 wins ,9.0,7.0,
324,324,Granny O'Grimm's Sleeping Beauty,2008-01-01,31 May 2008,0.0,0.0,0.0,Animation,NOT RATED,6.0,,6.4,Nominated for 1 Oscar. Another 1 win.,,Nominated for 1 Oscar. Another 1 win.,1.0,,
325,325,Logorama,2009-01-01,05 Oct 2011,0.0,0.0,0.0,Animation,R,16.0,,7.6,Won 1 Oscar. Another 8 wins & 5 nominations.,,Won 1 Oscar. Another 8 wins ,8.0,5.0,
326,326,A Matter of Loaf and Death,2008-12-03,01 Jan 2010,0.0,0.0,0.0,Animation,,30.0,,7.6,Nominated for 1 Oscar. Another 2 wins & 4 nominations.,LionsGate Entertainment,Nominated for 1 Oscar. Another 2 wins ,2.0,4.0,
327,327,The Girl Next Door,2004-04-09,09 Apr 2004,0.0,31635150.0,14544008.0,Comedy,R,109.0,47.0,6.7,2 wins & 4 nominations.,20th Century Fox,2 wins ,0.0,4.0,
328,328,Instead of Abracadabra,2008-01-23,12 Mar 2010,0.0,0.0,0.0,Action,,22.0,,7.3,Nominated for 1 Oscar. Another 2 wins & 2 nominations.,,Nominated for 1 Oscar. Another 2 wins ,2.0,2.0,
329,329,Miracle Fish,2009-01-16,12 Mar 2010,0.0,0.0,0.0,Drama,TV-PG,17.0,,7.2,Nominated for 1 Oscar. Another 12 wins.,Blue-Tongue Films,Nominated for 1 Oscar. Another 12 wins.,12.0,,
330,330,The New Tenants,2009-01-01,06 Mar 2010,0.0,0.0,0.0,Comedy,TV-14,21.0,,6.7,Won 1 Oscar. Another 3 nominations.,Park Pictures,Won 1 Oscar. Another 3 nominations.,0.0,,
331,331,Transformers: Revenge of the Fallen,2009-06-19,24 Jun 2009,150000000.0,836297228.0,402076689.0,Science Fiction,PG-13,150.0,35.0,6.0,Nominated for 1 Oscar. Another 15 wins & 27 nominations.,Paramount/Dreamworks,Nominated for 1 Oscar. Another 15 wins ,15.0,27.0,
332,332,In the Loop,2009-01-22,04 Sep 2009,0.0,6149791.0,2251324.0,Comedy,NOT RATED,106.0,83.0,7.5,Nominated for 1 Oscar. Another 16 wins & 41 nominations.,IFC,Nominated for 1 Oscar. Another 16 wins ,16.0,41.0,
333,333,Roger Corman: Hollywood's Wild Angel,1978-04-06,07 Apr 1978,0.0,0.0,0.0,Documentary,,60.0,,6.7,1 nomination.,,1 nomination.,,,
334,334,Comedy Central Roast of James Franco,2013-09-02,02 Sep 2013,0.0,0.0,0.0,Comedy,TV-MA,70.0,,7.8,,,,0.0,,
335,335,Natalie Portman: Starting Young,2005-01-11,11 Jan 2005,0.0,0.0,0.0,Documentary,,14.0,,7.4,,,,0.0,,
336,336,How to Train Your Dragon,2010-03-05,26 Mar 2010,165000000.0,494878759.0,216900000.0,Fantasy,PG,98.0,74.0,8.1,Nominated for 2 Oscars. Another 25 wins & 60 nominations.,Paramount/DWA,Nominated for 2 Oscars. Another 25 wins ,25.0,60.0,
337,337,Toy Story 3,2010-06-16,18 Jun 2010,200000000.0,1066969703.0,414984497.0,Animation,G,103.0,92.0,8.3,Won 2 Oscars. Another 58 wins & 91 nominations.,Walt Disney Pictures,Won 2 Oscars. Another 58 wins ,58.0,91.0,
338,338,Alice in Wonderland,2010-03-03,05 Mar 2010,200000000.0,1025491110.0,319323000.0,Family,PG,108.0,53.0,6.5,Won 2 Oscars. Another 31 wins & 62 nominations.,Walt Disney Pictures,Won 2 Oscars. Another 31 wins ,31.0,62.0,
339,339,Harry Potter and the Deathly Hallows: Part 1,2010-10-17,19 Nov 2010,250000000.0,954305868.0,294980434.0,Adventure,PG-13,146.0,65.0,7.7,Nominated for 2 Oscars. Another 15 wins & 53 nominations.,Warner Bros. Pictures,Nominated for 2 Oscars. Another 15 wins ,15.0,53.0,
340,340,Inception,2010-07-15,16 Jul 2010,160000000.0,825532764.0,292568851.0,Action,PG-13,148.0,74.0,8.8,Won 4 Oscars. Another 152 wins & 204 nominations.,Warner Bros. Pictures,Won 4 Oscars. Another 152 wins ,152.0,204.0,
341,341,The Tempest,2010-12-10,07 Jan 2011,20000000.0,346594.0,277515.0,Drama,PG-13,110.0,43.0,5.4,Nominated for 1 Oscar. Another 2 wins & 3 nominations.,Touchstone Pictures/Miramax Films,Nominated for 1 Oscar. Another 2 wins ,2.0,3.0,
342,342,Exit Through the Gift Shop,2010-01-24,14 May 2010,0.0,4790751.0,3288699.0,Documentary,R,87.0,85.0,8.0,Nominated for 1 Oscar. Another 24 wins & 28 nominations.,Abarorama,Nominated for 1 Oscar. Another 24 wins ,24.0,28.0,
343,343,Inside Job,2010-10-08,12 Nov 2010,2000000.0,7871522.0,4311834.0,Documentary,PG-13,109.0,88.0,8.3,Won 1 Oscar. Another 7 wins & 26 nominations.,Sony Pictures Classics,Won 1 Oscar. Another 7 wins ,7.0,26.0,
344,344,Restrepo,2010-06-25,06 Aug 2010,0.0,1422910.0,1330894.0,Documentary,R,93.0,85.0,7.5,Nominated for 1 Oscar. Another 10 wins & 19 nominations.,National Geographic,Nominated for 1 Oscar. Another 10 wins ,10.0,19.0,
345,345,Waste Land,2010-01-24,21 Jan 2011,1500000.0,187716.0,100000.0,Documentary,NOT RATED,99.0,78.0,7.9,Nominated for 1 Oscar. Another 27 wins & 10 nominations.,Arthouse Films,Nominated for 1 Oscar. Another 27 wins ,27.0,10.0,
346,346,Strangers No More,2010-01-01,27 Feb 2011,0.0,0.0,0.0,Documentary,,40.0,,7.5,,Simon & Goodman Picture Company,,0.0,,
347,347,Hævnen,2010-08-26,17 Jul 1909,15000000.0,13004198.0,0.0,Drama,,0.0,,,,,,0.0,,
348,348,Incendies,2010-09-04,12 Jan 2011,10000000.0,0.0,6857096.0,Drama,R,131.0,80.0,8.2,Nominated for 1 Oscar. Another 39 wins & 15 nominations.,Sony Pictures Classics,Nominated for 1 Oscar. Another 39 wins ,39.0,15.0,
349,349,Barney's Version,2010-10-26,18 Feb 2011,30000000.0,8454301.0,7501404.0,Comedy,R,134.0,67.0,7.3,Nominated for 1 Oscar. Another 18 wins & 18 nominations.,Sony Classics,Nominated for 1 Oscar. Another 18 wins ,18.0,18.0,
350,350,The Way Way Back,2013-06-06,26 Jul 2013,4600000.0,23198652.0,21501098.0,Comedy,PG-13,103.0,68.0,7.4,5 wins & 30 nominations.,Fox Searchlight,5 wins ,0.0,30.0,
351,351,The Wolfman,2010-02-11,12 Feb 2010,150000000.0,0.0,61937495.0,Drama,R,103.0,43.0,5.8,Won 1 Oscar. Another 3 wins & 8 nominations.,Universal Pictures,Won 1 Oscar. Another 3 wins ,3.0,8.0,
352,352,Groundhog Day,1993-02-11,12 Feb 1993,14600000.0,70906973.0,0.0,Romance,PG,101.0,72.0,8.0,Won 1 BAFTA Film Award. Another 6 wins & 17 nominations.,Columbia Pictures,Won 1 BAFTA Film Award. Another 6 wins ,6.0,17.0,
353,353,The Gruffalo,2009-12-25,09 Dec 2010,0.0,0.0,0.0,Animation,NOT RATED,27.0,,7.5,Nominated for 1 Oscar. Another 7 wins & 3 nominations.,Phase 4 Films,Nominated for 1 Oscar. Another 7 wins ,7.0,3.0,
354,354,The Lost Thing,2010-06-03,11 Feb 2011,0.0,0.0,0.0,Animation,NOT RATED,15.0,,7.4,Won 1 Oscar. Another 8 wins & 2 nominations.,,Won 1 Oscar. Another 8 wins ,8.0,2.0,
355,355,The Crush,1993-04-02,02 Apr 1993,6000000.0,13609396.0,0.0,Drama,R,89.0,,5.8,2 wins & 3 nominations.,Warner Home Video,2 wins ,0.0,3.0,
356,356,Na Wewe,2010-04-25,11 Feb 2011,0.0,0.0,0.0,Comedy,,19.0,,6.9,Nominated for 1 Oscar. Another 1 win.,Radio Télévision Belge Francophone,Nominated for 1 Oscar. Another 1 win.,1.0,,
357,357,Wish 143,2009-11-19,11 Feb 2011,0.0,0.0,0.0,Drama,,24.0,,7.3,Nominated for 1 Oscar. Another 3 wins.,,Nominated for 1 Oscar. Another 3 wins.,3.0,,
358,358,TRON: Legacy,2010-12-10,17 Dec 2010,170000000.0,400062763.0,172051787.0,Adventure,PG,125.0,49.0,6.8,Nominated for 1 Oscar. Another 10 wins & 49 nominations.,Walt Disney Pictures,Nominated for 1 Oscar. Another 10 wins ,10.0,49.0,
359,359,Unstoppable,2010-11-04,12 Nov 2010,100000000.0,167805466.0,81557479.0,Action,PG-13,98.0,69.0,6.8,Nominated for 1 Oscar. Another 1 win & 13 nominations.,20th Century Fox,Nominated for 1 Oscar. Another 1 win ,1.0,13.0,
360,360,Salt,2010-07-21,23 Jul 2010,110000000.0,293329073.0,118311368.0,Action,PG-13,100.0,65.0,6.4,Nominated for 1 Oscar. Another 4 wins & 15 nominations.,Sony Pictures,Nominated for 1 Oscar. Another 4 wins ,4.0,15.0,
361,361,Hereafter,2010-10-22,22 Oct 2010,50000000.0,105197635.0,32741596.0,Drama,PG-13,129.0,56.0,6.5,Nominated for 1 Oscar. Another 4 wins & 13 nominations.,Warner Bros. Pictures,Nominated for 1 Oscar. Another 4 wins ,4.0,13.0,
362,362,Iron Man 2,2010-04-28,07 May 2010,200000000.0,623933331.0,312057433.0,Adventure,PG-13,124.0,57.0,7.0,Nominated for 1 Oscar. Another 7 wins & 42 nominations.,Paramount Studios,Nominated for 1 Oscar. Another 7 wins ,7.0,42.0,
363,363,Another Year,2010-11-05,04 Feb 2011,8000000.0,18124262.0,3200000.0,Comedy,PG-13,129.0,80.0,7.3,Nominated for 1 Oscar. Another 22 wins & 53 nominations.,Sony Classics,Nominated for 1 Oscar. Another 22 wins ,22.0,53.0,
364,364,Jean-Luc Cinema Godard,2009-09-30,01 Oct 2009,0.0,0.0,0.0,Documentary,,24.0,,6.8,,,,0.0,,
365,365,Hearts of Darkness: A Filmmaker's Apocalypse,1991-09-06,06 Dec 1991,0.0,0.0,0.0,Documentary,R,96.0,,8.2,Won 2 Primetime Emmys. Another 6 wins & 5 nominations.,Showtime Network,Won 2 Primetime Emmys. Another 6 wins ,6.0,5.0,
366,366,Nick Nolte: No Exit,2008-01-01,06 Jul 2008,0.0,0.0,0.0,Documentary,,74.0,,6.7,,,,0.0,,
367,367,Max Von Sydow: Dialogues with The Renter,2012-03-27,27 Mar 2012,0.0,0.0,0.0,Documentary,,44.0,,6.9,,,,0.0,,
368,368,Une vie de chat,2010-12-13,09 Sep 2004,0.0,309973.0,0.0,Animation,,180.0,,,,,,0.0,,
369,369,Kung Fu Panda 2,2011-05-25,26 May 2011,150000000.0,665692281.0,165230261.0,Animation,PG,90.0,67.0,7.2,Nominated for 1 Oscar. Another 5 wins & 46 nominations.,Paramount Studios/Dreamworks,Nominated for 1 Oscar. Another 5 wins ,5.0,46.0,
370,370,Puss in Boots,2011-10-28,28 Oct 2011,130000000.0,554987477.0,149234747.0,Action,PG,90.0,65.0,6.6,Nominated for 1 Oscar. Another 9 wins & 42 nominations.,Paramount/Dreamworks,Nominated for 1 Oscar. Another 9 wins ,9.0,42.0,
371,371,Harry Potter and the Deathly Hallows: Part 2,2011-07-07,15 Jul 2011,125000000.0,1342000000.0,381000185.0,Family,PG-13,130.0,87.0,8.1,Nominated for 3 Oscars. Another 45 wins & 91 nominations.,Warner Bros. Pictures,Nominated for 3 Oscars. Another 45 wins ,45.0,91.0,
372,372,Hugo,2011-11-22,23 Nov 2011,170000000.0,185770160.0,73820094.0,Adventure,PG,126.0,83.0,7.5,Won 5 Oscars. Another 57 wins & 186 nominations.,Paramount Studios,Won 5 Oscars. Another 57 wins ,57.0,186.0,
373,373,Midnight in Paris,2011-05-11,10 Jun 2011,30000000.0,151119219.0,55400000.0,Fantasy,PG-13,94.0,81.0,7.7,Won 1 Oscar. Another 24 wins & 101 nominations.,Sony Pictures Classics,Won 1 Oscar. Another 24 wins ,24.0,101.0,
374,374,War Horse,2011-12-25,25 Dec 2011,66000000.0,177584879.0,79883359.0,Drama,PG-13,146.0,72.0,7.2,Nominated for 6 Oscars. Another 15 wins & 70 nominations.,Walt Disney Pictures,Nominated for 6 Oscars. Another 15 wins ,15.0,70.0,
375,375,The Tree of Life,2011-05-18,17 May 2011,32000000.0,54674226.0,13303319.0,Drama,PG-13,139.0,85.0,6.8,Nominated for 3 Oscars. Another 111 wins & 117 nominations.,Fox Searchlight,Nominated for 3 Oscars. Another 111 wins ,111.0,117.0,
376,376,Anonymous,2011-10-21,28 Oct 2011,30000000.0,15395087.0,4463292.0,Drama,PG-13,130.0,50.0,6.9,Nominated for 1 Oscar. Another 7 wins & 8 nominations.,Sony Pictures,Nominated for 1 Oscar. Another 7 wins ,7.0,8.0,
377,377,Jane Eyre,2011-03-11,22 Apr 2011,0.0,34710627.0,0.0,Drama,PG-13,120.0,76.0,7.4,Nominated for 1 Oscar. Another 10 wins & 14 nominations.,Focus Features,Nominated for 1 Oscar. Another 10 wins ,10.0,14.0,
378,378,W.E.,2011-09-01,20 Jan 2012,15000000.0,868439.0,582075.0,Drama,R,119.0,37.0,6.3,Nominated for 1 Oscar. Another 4 wins & 4 nominations.,The Weinstein Company,Nominated for 1 Oscar. Another 4 wins ,4.0,4.0,
379,379,Hell and Back Again,2011-10-04,05 Oct 2011,0.0,0.0,37539.0,Documentary,NOT RATED,88.0,81.0,6.5,Nominated for 1 Oscar. Another 4 wins & 8 nominations.,Docurama Films,Nominated for 1 Oscar. Another 4 wins ,4.0,8.0,
380,380,If a Tree Falls: A Story of the Earth Liberation Front,2011-06-22,01 Jan 2011,0.0,0.0,61153.0,Documentary,UNRATED,85.0,65.0,7.2,Nominated for 1 Oscar. Another 6 wins & 3 nominations.,Oscilloscope,Nominated for 1 Oscar. Another 6 wins ,6.0,3.0,
381,381,Paradise Lost 3: Purgatory,2011-10-10,13 Oct 2012,0.0,0.0,0.0,Documentary,NOT RATED,121.0,85.0,8.1,Nominated for 1 Oscar. Another 5 wins & 5 nominations.,@radical.media,Nominated for 1 Oscar. Another 5 wins ,5.0,5.0,
382,382,Pina,2011-02-24,24 Feb 2011,4317946.0,14624826.0,3520458.0,Documentary,PG,103.0,83.0,7.7,Nominated for 1 Oscar. Another 10 wins & 24 nominations.,IFC Films,Nominated for 1 Oscar. Another 10 wins ,10.0,24.0,
383,383,Undefeated,2011-03-13,03 Aug 2012,0.0,0.0,561054.0,Documentary,PG-13,113.0,71.0,7.8,Won 1 Oscar. Another 3 wins & 8 nominations.,The Weinstein Company,Won 1 Oscar. Another 3 wins ,3.0,8.0,
384,384,The Barber of Birmingham: Foot Soldier of the Civil Rights Movement,2011-01-01,,0.0,0.0,0.0,Documentary,,25.0,,7.2,Nominated for 1 Oscar. Another 2 wins & 1 nomination.,,Nominated for 1 Oscar. Another 2 wins ,2.0,1.0,
385,385,Incident in New Baghdad,2011-04-24,24 Apr 2011,0.0,0.0,0.0,Documentary,,22.0,,6.6,Nominated for 1 Oscar. Another 4 wins.,Morninglight Films,Nominated for 1 Oscar. Another 4 wins.,4.0,,
386,386,Saving Face,2004-09-12,24 Jun 2005,0.0,0.0,1000385.0,Comedy,R,91.0,65.0,7.5,3 wins & 3 nominations.,Sony Pictures Classics,3 wins ,0.0,3.0,
387,387,The Tsunami and the Cherry Blossom,2011-09-12,20 Jan 2012,0.0,0.0,0.0,Documentary,,39.0,,7.8,Nominated for 1 Oscar. Another 2 wins & 3 nominations.,,Nominated for 1 Oscar. Another 2 wins ,2.0,3.0,
388,388,In Darkness,2018-05-25,05 Jan 2012,0.0,0.0,1038733.0,Thriller,R,145.0,74.0,7.3,Nominated for 1 Oscar. Another 10 wins & 17 nominations.,Sony Pictures,Nominated for 1 Oscar. Another 10 wins ,10.0,17.0,
389,389,Monsieur Lazhar,2011-09-10,07 Mar 2012,0.0,6581915.0,2009041.0,Drama,PG-13,94.0,82.0,7.5,Nominated for 1 Oscar. Another 30 wins & 12 nominations.,Music Box Films,Nominated for 1 Oscar. Another 30 wins ,30.0,12.0,
390,390,The Adventures of Tintin,2011-10-25,21 Dec 2011,130000000.0,371940071.0,75300000.0,Adventure,PG,107.0,68.0,7.3,Nominated for 1 Oscar. Another 21 wins & 60 nominations.,Paramount,Nominated for 1 Oscar. Another 21 wins ,21.0,60.0,
391,391,Any Given Sunday,1999-12-16,22 Dec 1999,55000000.0,100230832.0,0.0,Drama,R,162.0,52.0,6.9,3 wins & 9 nominations.,Warner Bros. Pictures,3 wins ,0.0,9.0,
392,392,La Luna,1979-08-29,22 Jun 2012,0.0,0.0,0.0,Drama,G,7.0,,8.0,Nominated for 1 Oscar. Another 1 nomination.,Disney Pixar,Nominated for 1 Oscar. Another 1 nomination.,0.0,,
393,393,Pentecost,2011-02-10,04 Mar 2011,0.0,0.0,0.0,Comedy,,11.0,,6.7,Nominated for 1 Oscar. Another 1 nomination.,EMU Productions,Nominated for 1 Oscar. Another 1 nomination.,0.0,,
394,394,Raju Gadu,2018-06-01,01 Jun 2018,0.0,0.0,0.0,Comedy,,0.0,,,,,,0.0,,
395,395,Love at the Shore,2017-08-05,29 Jul 2017,0.0,0.0,0.0,Romance,TV-G,84.0,,6.5,,Crown Media Productions,,0.0,,
396,396,Time Freak,2018-11-09,09 Nov 2018,0.0,0.0,0.0,Science Fiction,,104.0,,5.8,,Lionsgate,,0.0,,
397,397,Tuba Atlantic,2010-02-10,01 Jun 2010,0.0,0.0,0.0,Comedy,,25.0,,7.5,Nominated for 1 Oscar. Another 5 wins.,The Norwegian Film School,Nominated for 1 Oscar. Another 5 wins.,5.0,,
398,398,Drive,2011-08-06,16 Sep 2011,15000000.0,78054825.0,34300000.0,Drama,R,100.0,78.0,7.8,Nominated for 1 Oscar. Another 77 wins & 170 nominations.,FilmDistrict,Nominated for 1 Oscar. Another 77 wins ,77.0,170.0,
399,399,Transformers: Dark of the Moon,2011-06-28,29 Jun 2011,195000000.0,1123746996.0,352358779.0,Action,PG-13,154.0,42.0,6.3,Nominated for 3 Oscars. Another 10 wins & 39 nominations.,Paramount Studios,Nominated for 3 Oscars. Another 10 wins ,10.0,39.0,
400,400,Real Steel,2011-09-28,07 Oct 2011,110000000.0,299268508.0,85463309.0,Action,PG-13,127.0,56.0,7.1,Nominated for 1 Oscar. Another 2 wins & 5 nominations.,Walt Disney Pictures,Nominated for 1 Oscar. Another 2 wins ,2.0,5.0,
401,401,Rise of the Planet of the Apes,2011-08-03,05 Aug 2011,93000000.0,482860185.0,175300000.0,Thriller,PG-13,105.0,68.0,7.6,Nominated for 1 Oscar. Another 21 wins & 42 nominations.,20th Century Fox,Nominated for 1 Oscar. Another 21 wins ,21.0,42.0,
402,402,The Ides of March,2011-09-24,07 Oct 2011,12500000.0,75993061.0,40962534.0,Drama,R,101.0,67.0,7.1,Nominated for 1 Oscar. Another 9 wins & 33 nominations.,Sony Pictures,Nominated for 1 Oscar. Another 9 wins ,9.0,33.0,
403,403,Margin Call,2011-09-28,29 Sep 2011,3500000.0,19504039.0,600000.0,Thriller,R,107.0,76.0,7.1,Nominated for 1 Oscar. Another 8 wins & 23 nominations.,Roadside Attractions,Nominated for 1 Oscar. Another 8 wins ,8.0,23.0,
404,404,Mitch Albom's For One More Day,2007-12-09,09 Dec 2007,0.0,0.0,0.0,Drama,,120.0,,5.8,Nominated for 1 Primetime Emmy. Another 1 win & 9 nominations.,Harpo Films,Nominated for 1 Primetime Emmy. Another 1 win ,1.0,9.0,
